"customer_id","date","raw_date","sales"
"8662a95b7bfc826c38b182bf1db2c351",2012-01-17,2011-12-29,2111.55
"8662a95b7bfc826c38b182bf1db2c351",2012-05-19,2012-04-30,21813.5309674642
"fd89bbb2da19e06701ab7ad12870d368",2012-03-16,2012-02-26,4599.28
"d2e0c275da1eaeb8c49bbe3d17be6020",2012-07-30,2012-07-11,2007.53
"faf44ea4f28c432cdc458dbaaa515d75",2012-08-06,2012-07-18,11113.34
"faf44ea4f28c432cdc458dbaaa515d75",2012-08-07,2012-07-19,3615.71
"1aaaf1fcb57b8628c16ff74eb0bc4149",2013-05-22,2013-05-03,2881.13
"5b799e799d3683615e48bbf98e76bbb1",2013-10-15,2013-09-26,3760.33
"5b799e799d3683615e48bbf98e76bbb1",2013-10-19,2013-09-30,1909.11
"0078eba4dd57ccc4dc0125976280fb33",2013-11-03,2013-10-15,1204.91
"2bff2b2c3c674819885623fba67b0b21",2013-12-10,2013-11-21,6311.48
"86792c8a719412d4408f7851d3812e98",2014-01-03,2013-12-15,1133.23
"86792c8a719412d4408f7851d3812e98",2014-01-11,2013-12-23,335.65
"f5a53f97c9c9ad7e0fdb3fa2536aa1a7",2014-02-08,2014-01-20,875
"4b2a1c3c953de3c7f648a2e437429026",2014-02-09,2014-01-21,1147.02
"4b2a1c3c953de3c7f648a2e437429026",2016-01-03,2015-12-15,466.55
"4b2a1c3c953de3c7f648a2e437429026",2017-07-05,2017-06-16,620.333207551485
"dcd41f1619b9a26524f49fd0020c753d",2014-05-03,2014-04-14,2926.28
"dcd41f1619b9a26524f49fd0020c753d",2016-04-02,2016-03-14,5697.68188068889
"dcd41f1619b9a26524f49fd0020c753d",2016-11-05,2016-10-17,1427.32732732733
"0ce616d7ab49650854f9210adbf6c181",2014-06-03,2014-05-15,4475.45
"22a29811d214674db3eaa2928d3c69d7",2014-08-12,2014-07-24,1606.5
"22a29811d214674db3eaa2928d3c69d7",2017-01-06,2016-12-18,1450.37782296907
"22a29811d214674db3eaa2928d3c69d7",2017-01-19,2016-12-31,402.203565461966
"22a29811d214674db3eaa2928d3c69d7",2017-01-27,2017-01-08,1471.09525116662
"3097ae2fbf6ced587cd13017897a5ad7",2014-08-18,2014-07-30,975.38
"b846e473e862d7921a8f4f2e8d4f87b8",2014-10-25,2014-10-06,3329.27
"b7baeeaf435ac49a5293510a44ed8c3f",2015-01-22,2015-01-03,2208.99
"b7baeeaf435ac49a5293510a44ed8c3f",2016-01-21,2016-01-02,740.18
"37307ce9d81a07be8736d534281ae19a",2015-02-24,2015-02-05,6306.72
"93704c50cbc531e8be1f178fdd7b3faf",2015-05-30,2015-05-11,5938.52
"93704c50cbc531e8be1f178fdd7b3faf",2017-07-20,2017-07-01,5177.0066596565
"fcfc2875dd87722d3f3c2ce0bee96a4b",2015-06-14,2015-05-26,1721.3
"79ddc668ae1f94dd6cb6842f80d5c71b",2015-09-08,2015-08-20,11303.32
"4427cda78b5fbd1d107a85303ca880fe",2015-09-28,2015-09-09,1463.14
"4408a80050eeb848881a0985b7d681cc",2015-11-11,2015-10-23,1520.47
"ab880c27c30181740b1470ebbb9bc371",2012-10-30,2012-10-11,8457.33
"ab880c27c30181740b1470ebbb9bc371",2013-10-03,2013-09-14,5648.02
"5c812be7658b328ae53fa2032ffc63f3",2013-01-09,2012-12-21,205.87
"65bc048326afc6077c937b43e1400030",2013-04-12,2013-03-24,5950.98499061914
"949f9859def1d20c63daf9edeedf0d66",2013-05-11,2013-04-22,4682.3
"d20d9adcc9fac0a7b1fc46bad0792e72",2013-05-21,2013-05-02,2136.33
"6d350db8421f43cf567583d3a7f5f86a",2013-06-10,2013-05-22,1053.5
"48609fc22e452cb04f602e315e7d2948",2013-09-12,2013-08-24,614.53
"48609fc22e452cb04f602e315e7d2948",2016-05-28,2016-05-09,30237.0764151281
"4e909c208a4f7e55d9e37c71daffbabf",2013-10-11,2013-09-22,6555.15
"1454f6f72603666637a508e173b32ddf",2013-12-20,2013-12-01,3168.763246478
"54ed9b55f42053062ffccd923c06cf1d",2014-01-08,2013-12-20,614.53
"85735cf46a6315113a8cdaa054ae74b5",2014-03-27,2014-03-08,397.04
"f388185ecfc0cfce16b1685d3a05f094",2014-04-03,2014-03-15,1777.92386302516
"01c5eeac72a9f2cebbed002ff95df238",2014-05-22,2014-05-03,5092.5
"01c5eeac72a9f2cebbed002ff95df238",2016-01-21,2016-01-02,5529.93
"8a4ac284f6733e362897f3f02c5e95bd",2014-05-23,2014-05-04,1575
"bc524d8ec5c3a36cf8bee8bbd9a6f452",2014-07-01,2014-06-12,5961.69
"4ea7427427ff0381c90b387b1b77da7e",2014-07-01,2014-06-12,717.5
"445189d2b5e3b480640f37bd8c646760",2014-09-06,2014-08-18,2033.14347036487
"cbc06cff3656f56950a3ee682b0f7757",2014-09-10,2014-08-22,7577.5
"d1c6f03acd7b34507df775e7e870595d",2014-10-13,2014-09-24,1503.70370370371
"d1c6f03acd7b34507df775e7e870595d",2014-12-02,2014-11-13,7655.05281543709
"d1c6f03acd7b34507df775e7e870595d",2014-12-16,2014-11-27,1724.67986030268
"800ceb5ae3057874fef8e7063efe5918",2014-10-19,2014-09-30,1610.85245630023
"800ceb5ae3057874fef8e7063efe5918",2015-07-01,2015-06-12,2673.41040462427
"800ceb5ae3057874fef8e7063efe5918",2015-10-13,2015-09-24,2078.41578730985
"446d4c839371ac0349757e30e7a4b914",2014-10-30,2014-10-11,1117.62
"b5331d75f1fd530b0fd3f0756389fc84",2014-12-25,2014-12-06,558.81
"661fd0b50b16fcb58163a85ae09a65ce",2015-04-03,2015-03-15,758.31
"aa14d8fd3d28ea3f604a60ace1349239",2015-05-06,2015-04-17,7794.01
"58548bcbf5067da2f2aae9b7610681b9",2015-05-26,2015-05-07,1601.25
"58548bcbf5067da2f2aae9b7610681b9",2015-10-19,2015-09-30,7459.06
"6970cb7654588c6ba0f0f8baf4497ed9",2015-06-03,2015-05-15,1061.69
